Restaurant Name,Common Name,Inspection Date,Score,Address,Facility City,Zip Code,Facility ID,Process Description,
Macho's Taco's,,1/19/2017,93,"12110 MANCHACA RD
AUSTIN, TX 78748
(30.14238925320852, -97.83395974691099)",AUSTIN,78748,10564130,Routine Inspection,
LW - Verona Ristaurante Italiano,,4/9/2019,93,"900 S FM 620 RD
LAKEWAY, TX 78734
(30.355524417348484, -97.96155591215022)",AUSTIN,78734,11488154,Routine Inspection,
Bread Basket,,6/7/2018,99,"8801 WEST GATE BLVD
AUSTIN, TX 78745
(30.19113189546027, -97.83237660070823)",AUSTIN,78745,10874948,Routine Inspection,
"Oasis Mediterranean Cafe & Pizza, Inc",,4/11/2019,90,"14735 BRATTON LN
AUSTIN, TX 78728
(30.446246168083807, -97.68577138370763)",AUSTIN,78728,10208532,Routine Inspection,
Del Valle Middle School,,4/9/2019,92,"5500 ROSS RD
AUSTIN, TX 78617
(30.17361486886564, -97.62345894932189)",AUSTIN,78617,2800662,Routine Inspection,
China Express,,3/7/2019,89,"1913 E RIVERSIDE DR
AUSTIN, TX 78741
(30.241836456224906, -97.72922710338405)",AUSTIN,78741,11801021,Routine Inspection,
Salvation Army  (Austin Shelter),,1/31/2018,91,"4613 TANNEHILL LN
AUSTIN, TX 78721
(30.28392074925912, -97.67048736140801)",AUSTIN,78721,2801962,Routine Inspection,
Mission Dogs,,4/10/2019,98,"1701 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.257636811237095, -97.72644764682255)",AUSTIN,78702,11427128,Routine Inspection,
Diamond Food Mart,,3/23/2017,90,"5618 MANOR RD
AUSTIN, TX 78723
(30.304467452722516, -97.6818148883627)",AUSTIN,78723,10889719,Routine Inspection,
Pizza Hut,,12/1/2016,100,"1901 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.20188498450306, -97.80505886528006)",AUSTIN,78745,2802765,Routine Inspection,
7-Eleven Convenience Store,,4/9/2019,88,"2600 GUADALUPE ST
AUSTIN, TX 78705
(30.290735492747043, -97.74181842573037)",AUSTIN,78705,10041113,Routine Inspection,
BC - Snack Max # 6,,4/11/2019,70,"13006 W SH
BEE CAVE, TX 78738
(30.308760365756072, -97.94439483129723)",AUSTIN,78738,11753835,Routine Inspection,
Pho Thai Son,,5/24/2018,71,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.214278141475486, -97.83197906398689)",AUSTIN,78749,2802907,Routine Inspection,
"Baker St. The Corners, LLC",,4/8/2019,90,"3003 S LAMAR BLVD
AUSTIN, TX 78704
(30.24228365748095, -97.78296638073411)",AUSTIN,78704,10529725,Routine Inspection,
KIPP Austin Brave,,4/12/2019,95,"8509 FM 969 RD
AUSTIN, TX 78725
(30.275539435768202, -97.63834668374452)",AUSTIN,78725,10184824,Routine Inspection,
Changos,,11/21/2018,75,"3023 GUADALUPE ST
AUSTIN, TX 78705
(30.297029166837536, -97.74145371353596)",AUSTIN,78705,2801137,Routine Inspection,
Anderson Mill Assisted Living,,12/21/2018,87,"11009 EL SALIDO PKWY
AUSTIN, TX 78750
(30.454324565381896, -97.81247662868071)",AUSTIN,78750,10337191,Routine Inspection,
Bruegger's Bagels,,1/18/2019,90,"3267 BEE CAVES RD
AUSTIN, TX 78746
(30.27410053535072, -97.80148338796452)",AUSTIN,78746,10720202,Routine Inspection,
J D's Conoco #2,,4/11/2019,84,"6575 DECKER LN
AUSTIN, TX 78724
(30.290057137392004, -97.628199367731)",AUSTIN,78724,2801993,Routine Inspection,
Taco Bell #030157,TACO BELL,7/30/2018,100,"1016 E ANDERSON LN
AUSTIN, TX 78753
(30.337187106235945, -97.69426481063559)",AUSTIN,78753,11066724,Routine Inspection,
Circle K Store #2704690,,11/20/2017,96,"1420 E ANDERSON LN
AUSTIN, TX 78753
(30.3335412752267, -97.68668070778041)",AUSTIN,78753,10757844,Routine Inspection,
Salvation Army  (Austin Shelter),,10/1/2018,95,"4613 TANNEHILL LN
AUSTIN, TX 78721
(30.28392074925912, -97.67048736140801)",AUSTIN,78721,2801962,Routine Inspection,
Salvation Army  (Austin Shelter),,4/23/2018,88,"4613 TANNEHILL LN
AUSTIN, TX 78721
(30.28392074925912, -97.67048736140801)",AUSTIN,78721,2801962,Routine Inspection,
Baskin Robbins,,2/19/2019,92,"9911 BRODIE LN
AUSTIN, TX 78748
(30.184527667710526, -97.84859393404116)",AUSTIN,78748,10457940,Routine Inspection,
McDonald's #14128,McDonald's,9/15/2017,97,"1024 E ANDERSON LN
AUSTIN, TX 78753
(30.336785458250176, -97.6934585179153)",AUSTIN,78753,2801548,Routine Inspection,
Kocurek Elementary,,10/11/2016,97,"9800 CURLEW DR
AUSTIN, TX 78748
(30.17797499550121, -97.83410373879461)",AUSTIN,78748,2800681,Routine Inspection,
Circle K Store #2704690,,8/26/2016,88,"1420 E ANDERSON LN
AUSTIN, TX 78753
(30.3335412752267, -97.68668070778041)",AUSTIN,78753,10757844,Routine Inspection,
Taco Bell #030157,TACO BELL,2/6/2017,96,"1016 E ANDERSON LN
AUSTIN, TX 78753
(30.337187106235945, -97.69426481063559)",AUSTIN,78753,11066724,Routine Inspection,
"Fine Home Dining, Inc.",,2/15/2019,100,"2129 GOODRICH AVE
AUSTIN, TX 78704
(30.247987226127712, -97.77357039600861)",AUSTIN,78704,11839929,Routine Inspection,
School in the Hills,,2/8/2019,100,"2900 N QUINLAN PARK RD
AUSTIN, TX 78732
(30.369177603278988, -97.8926312566579)",AUSTIN,78732,10168145,Routine Inspection,
Cover 2,,8/8/2018,80,"13701 N US 183 HWY
AUSTIN, TX 78729
(30.457229522611517, -97.79144294603675)",AUSTIN,78729,10718846,Routine Inspection,
7-Eleven,,10/12/2017,97,"1705 SOUTH LAKESHORE BLVD
AUSTIN, TX 78741
(30.244514111299626, -97.72964124789269)",AUSTIN,78741,10132234,Routine Inspection,
CU 29 Cocktail Bar,,12/21/2016,76,"720 BRAZOS ST
AUSTIN, TX 78701
(30.26924483265746, -97.74116512406296)",AUSTIN,78701,10858134,Routine Inspection,
WL - Chipotle Mexican Grill #43,,4/19/2019,97,"3300 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.27573679197241, -97.80016632152368)",AUSTIN,78746,10179442,Routine Inspection,
A Shady Deal,,4/19/2019,86,"14219 LITTIG RD
AUSTIN, TX 78653
(30.33288073562587, -97.50917172320645)",AUSTIN,78653,10008007,Routine Inspection,
Big Top Candy Shop,,4/17/2019,98,"1706 S CONGRESS AVE
AUSTIN, TX 78704
(30.246866681740098, -97.7509834747757)",AUSTIN,78704,10070728,Routine Inspection,
7 Days Food Store,,7/20/2017,87,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.21024384241019, -97.78705013897601)",AUSTIN,78745,2804068,Routine Inspection,
First Wok,,5/30/2018,83,"603 W STASSNEY LN
AUSTIN, TX 78745
(30.207852550730646, -97.78098311713309)",AUSTIN,78745,11761726,Routine Inspection,
"Soup Peddler, The",,4/17/2019,95,"4631 AIRPORT BLVD
AUSTIN, TX 78751
(30.3060943126815, -97.71506425487296)",AUSTIN,78751,11466573,Routine Inspection,
Caritas Of Austin,,11/1/2016,92,"501 E 7TH ST
AUSTIN, TX 78701
(30.270171999231017, -97.74724550967109)",AUSTIN,78701,2801462,Routine Inspection,
Rhino Room,,5/15/2018,95,"1012 E 6TH ST
AUSTIN, TX 78702
(30.26511276099432, -97.73172246543024)",AUSTIN,78702,11335349,Routine Inspection,
"Mighty Fine Burgers, Fries and Shakes",,3/23/2018,100,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.391610652206836, -97.73245087296716)",AUSTIN,78759,10078771,Routine Inspection,
Villa Pizza (Food Court),,4/19/2019,96,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.257892799713936, -97.80700989442836)",AUSTIN,78746,2801072,Routine Inspection,
School House Pub,,4/19/2019,98,"2207 MANOR RD
AUSTIN, TX 78722
(30.284168611812216, -97.71879647294195)",AUSTIN,78722,10862709,Routine Inspection,
Tender Memories Learning Center,,12/13/2016,98,"308 W STASSNEY LN
AUSTIN, TX 78745
(30.20692188425183, -97.7778202790954)",AUSTIN,78745,10243922,Routine Inspection,
Barbarella,,2/2/2017,83,"611 RED RIVER ST
AUSTIN, TX 78701
(30.267064001663982, -97.7367733876539)",AUSTIN,78701,10529722,Routine Inspection,
Westwood High School,,4/18/2019,95,"12400 MELLOW MEADOW DR
AUSTIN, TX 78750
(30.45675278703246, -97.79805616030093)",AUSTIN,78750,10314272,Routine Inspection,
Indian Roller,,4/15/2019,91,"10006 MANCHACA RD
AUSTIN, TX 78748
(30.17210562592947, -97.82537045237187)",AUSTIN,78748,11194978,Routine Inspection,
BC - Kwik Chek #55,,4/17/2019,94,"14417 W SH
BEE CAVE, TX 78738
(30.309811053477848, -97.96660881120704)",AUSTIN,78738,10374866,Routine Inspection,
Highland,,3/1/2017,94,"404 COLORADO ST
AUSTIN, TX 78701
(30.26702500702689, -97.74495958861397)",AUSTIN,78701,10973434,Routine Inspection,
Galaxy Cafe,,4/17/2019,86,"1000 WEST LYNN ST
AUSTIN, TX 78703
(30.279383761229145, -97.76005437853054)",AUSTIN,78703,10001511,Routine Inspection,
Austin Daily Press,,4/19/2019,99,"4620 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.252235562850075, -97.70322235678377)",AUSTIN,78702,11917024,Routine Inspection,
Esther's Follies,,12/20/2018,86,"525 E 6TH ST
AUSTIN, TX 78701
(30.266363301914694, -97.73753774670617)",AUSTIN,78701,2800153,Routine Inspection,
Bridgepoint Elem School,,5/2/2018,94,"6401 CEDAR ST
AUSTIN, TX 78746
(30.33981090901823, -97.80468158062482)",AUSTIN,78746,2800786,Routine Inspection,
Congress Ave Grocery,,4/18/2019,99,"227 CONGRESS AVE
AUSTIN, TX 78701
(30.26507562564771, -97.74362883137756)",AUSTIN,78701,10405942,Routine Inspection,
EZ Way Food Store,,4/16/2019,95,"2700 E 7TH ST
AUSTIN, TX 78702
(30.260842080463703, -97.71127203092404)",AUSTIN,78702,2803692,Routine Inspection,
Little Munchkins Learning Ctr,,3/31/2017,97,"2020 DENTON DR
AUSTIN, TX 78758
(30.385920665620382, -97.71329402272424)",AUSTIN,78758,10708803,Routine Inspection,
Salvation Army  (Austin Shelter),,8/2/2017,91,"4613 TANNEHILL LN
AUSTIN, TX 78721
(30.28392074925912, -97.67048736140801)",AUSTIN,78721,2801962,Routine Inspection,
McDonald's #14128,McDonald's,7/30/2018,94,"1024 E ANDERSON LN
AUSTIN, TX 78753
(30.336785458250176, -97.6934585179153)",AUSTIN,78753,2801548,Routine Inspection,
Casa Linda Taqueria,,8/7/2018,100,"623 W DITTMAR RD
AUSTIN, TX 78745
(30.18328041974652, -97.79219821952788)",AUSTIN,78745,11048159,Routine Inspection,
Starbucks Coffee Company #19336,STARBUCKS,7/18/2018,98,"3328 W SLAUGHTER LN
AUSTIN, TX 78748
(30.18269353914128, -97.84694788463389)",AUSTIN,78748,10944981,Routine Inspection,
Premier High School American Youthworks,,4/18/2019,100,"1901 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.215507399328498, -97.74680935508127)",AUSTIN,78744,11479522,Routine Inspection,
2222 Market,,6/28/2018,90,"1112 W KOENIG LN
AUSTIN, TX 78756
(30.329943999869958, -97.72903574950422)",AUSTIN,78756,11211426,Routine Inspection,
Happy Hearts Bilingual Learning Center,,3/8/2018,100,"6615 MANCHACA RD
AUSTIN, TX 78745
(30.205941894238943, -97.80590657935386)",AUSTIN,78745,10655396,Routine Inspection,
Starbucks Coffee Company,STARBUCKS,10/20/2016,95,"14028 N US 183 HWY
AUSTIN, TX 78613
(30.47740519121694, -97.8029977281975)",AUSTIN,78613,11034139,Routine Inspection,
Abel's on the Lake,,4/15/2019,81,"3825 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.295236881390323, -97.78423785198352)",AUSTIN,78703,10278633,Routine Inspection,
Haven Food Mart,,10/31/2018,96,"614 E ST JOHNS AVE
AUSTIN, TX 78752
(30.33374545601197, -97.70560231006974)",AUSTIN,78752,2803517,Routine Inspection,
Thundercloud Subs,,4/10/2018,95,"3204 GUADALUPE ST
AUSTIN, TX 78705
(30.29974080158839, -97.74049183348193)",AUSTIN,78705,2800617,Routine Inspection,
Taco Bell #030090,TACO BELL,10/26/2017,96,"161 W SLAUGHTER LN
AUSTIN, TX 78748
(30.167084537723348, -97.79185265460241)",AUSTIN,78748,11066594,Routine Inspection,
Primrose School of Four Points,,5/15/2018,90,"6606 SITIO DEL RIO BLVD
AUSTIN, TX 78730
(30.391486011627524, -97.84331613863041)",AUSTIN,78730,11771190,Routine Inspection,
Hilton Austin -Banquet & Cafeteria,,8/15/2018,97,"500 E 4TH ST
AUSTIN, TX 78701
(30.26507014309623, -97.73863081125087)",AUSTIN,78701,2801946,Routine Inspection,
Lanier High School,,4/17/2019,94,"1201 PAYTON GIN RD
AUSTIN, TX 78758
(30.36134731480914, -97.70851272598563)",AUSTIN,78758,2800164,Routine Inspection,
P F Chang's China Bistro,,1/18/2019,86,"201 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.263832301068927, -97.74152402722636)",AUSTIN,78701,2801751,Routine Inspection,
Hana World Market - Deli,,1/4/2019,88,"1700 W PARMER LN
AUSTIN, TX 78727
(30.41283178063726, -97.68891786778937)",AUSTIN,78727,10866954,Routine Inspection,
The Magellan International School,,4/16/2019,97,"7938 GREAT NORTHERN BLVD
AUSTIN, TX 78757
(30.363170264766428, -97.74216522525221)",AUSTIN,78757,10689607,Routine Inspection,
Gibson Bar,,4/18/2019,99,"1109 S LAMAR BLVD
AUSTIN, TX 78704
(30.25495192166969, -97.76180324712226)",AUSTIN,78704,10367660,Routine Inspection,
Club Mis Amigos,,4/19/2019,85,"13820 FM 812 RD
AUSTIN, TX 78617
(30.121578040324028, -97.63597333886378)",AUSTIN,78617,11814528,Routine Inspection,
"Thai, How Are You? Thai Food & Sushi",,1/18/2017,85,"2100 GUADALUPE ST
AUSTIN, TX 78705
(30.28404504741669, -97.7422832679803)",AUSTIN,78705,10886161,Routine Inspection,
Happy Faces Bilingual Child Care,,8/21/2017,99,"7109 BLESSING AVE
AUSTIN, TX 78752
(30.328390954005727, -97.69511504456607)",AUSTIN,78752,2801722,Routine Inspection,
Of Rigor LLC DBA The Madison/Roosevelt Room,,5/11/2017,78,"307 W 5TH ST
AUSTIN, TX 78701
(30.26773629803146, -97.7462697111382)",AUSTIN,78701,11301280,Routine Inspection,
Toulouse,,9/14/2018,89,"409 E 6TH ST
AUSTIN, TX 78701
(30.266736196549825, -97.73897493294754)",AUSTIN,78701,11167273,Routine Inspection,
Friendly Mart,,2/23/2018,99,"7200 MANCHACA RD
AUSTIN, TX 78745
(30.20006531622313, -97.80803764803747)",AUSTIN,78745,2803510,Routine Inspection,
LW - Thai Spice,,4/17/2019,87,"2121 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.34239910671534, -97.97068668597181)",AUSTIN,78734,10792531,Routine Inspection,
Nervous Charlies,,4/15/2019,96,"5501 N LAMAR BLVD
AUSTIN, TX 78751
(30.32317142134221, -97.72758556876468)",AUSTIN,78751,12020964,Routine Inspection,
"Pizza Press, The",,3/14/2019,84,"404 W 26TH ST
AUSTIN, TX 78705
(30.290725782357327, -97.74201835106705)",AUSTIN,78705,11701376,Routine Inspection,
Wingstop #164,,11/7/2018,96,"2410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.236786137536914, -97.7242365426733)",AUSTIN,78741,2803175,Routine Inspection,
Jinya Ramen Bar,,7/13/2017,80,"3210 ESPERANZA XING
AUSTIN, TX 78758
(30.400023718407507, -97.72345668045985)",AUSTIN,78758,11504481,Routine Inspection,
Lily's Sandwich,,4/15/2019,85,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.378304722819507, -97.68773863068942)",AUSTIN,78753,11432739,Routine Inspection,
Mi -Tienda,,11/1/2017,73,"8007 GESSNER DR
AUSTIN, TX 78753
(30.343618356023864, -97.7019685033273)",AUSTIN,78753,11015981,Routine Inspection,
Blazier Elementary,,4/15/2019,97,"8601 VERTEX BLVD
AUSTIN, TX 78744
(30.15740104339018, -97.75246558903105)",AUSTIN,78744,10066455,Routine Inspection,
HEB Food Store #161,,3/7/2017,90,"7112 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.312564782427636, -97.66380213698123)",AUSTIN,78723,2800078,Routine Inspection,
Jason's Deli,,4/15/2019,96,"1000 E 41ST ST
AUSTIN, TX 78751
(30.300469388987977, -97.71965420627991)",AUSTIN,78751,2801464,Routine Inspection,
Corner Store #2102,,4/19/2019,100,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.435245803380496, -97.67429741168647)",AUSTIN,78728,2803435,Routine Inspection,
Clarksville Market,,4/17/2019,90,"1001 WEST LYNN ST
AUSTIN, TX 78703
(30.279068681039714, -97.75970389930389)",AUSTIN,78703,11465889,Routine Inspection,
Shanghai Noodle House,,4/18/2019,88,"10300 ANDERSON MILL RD
AUSTIN, TX 78750
(30.447491308868152, -97.80442119254324)",AUSTIN,78750,11458451,Routine Inspection,
El Patio Restaurant,,10/31/2018,74,"2938 GUADALUPE ST
AUSTIN, TX 78705
(30.29664106538067, -97.74220326014841)",AUSTIN,78705,2800359,Routine Inspection,
"WL - Tacodeli V, L.L.C.",,4/16/2019,97,"701 S CAPITAL OF TEXAS HWY
WEST LAKE HILLS, TX 78746
(30.292995279949633, -97.82733249251322)",AUSTIN,78746,11144765,Routine Inspection,
Holiday Inn Express & Suites,,4/17/2019,91,"701 E STASSNEY LN
AUSTIN, TX 78745
(30.200378267463133, -97.76887722695405)",AUSTIN,78745,11258299,Routine Inspection,
Gus's Fried Chicken,,2/7/2018,97,"117 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.263444834574965, -97.74168416222278)",AUSTIN,78701,11056832,Routine Inspection,
Hay Elotes,,12/30/2016,92,"2214 E 7TH ST
AUSTIN, TX 78702
(30.26152329314753, -97.7166103990131)",AUSTIN,78702,11012367,Routine Inspection,
Austin's Pizza,,3/8/2018,94,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.214278141475486, -97.83197906398689)",AUSTIN,78749,2802932,Routine Inspection,
Dolce Neve,,9/16/2016,100,"1713 S 1ST ST
AUSTIN, TX 78704
(30.24763762379391, -97.75545008593245)",AUSTIN,78704,11049895,Routine Inspection,
Burger King,Burger King,4/17/2019,95,"3001 MONTOPOLIS DR
AUSTIN, TX 78741
(30.213214890015603, -97.71110855204532)",AUSTIN,78741,10840105,Routine Inspection,
Corner Bar,,4/18/2019,100,"1901 S LAMAR BLVD
AUSTIN, TX 78704
(30.24946675331407, -97.76698311005296)",AUSTIN,78704,10697409,Routine Inspection,
Accent Food Services,,4/25/2018,99,"5010 OLD MANOR RD
AUSTIN, TX 78723
(30.299223422012272, -97.69108896425975)",AUSTIN,78723,11560840,Routine Inspection,
Alpha Xi Delta,,10/24/2016,96,"2508 RIO GRANDE ST
AUSTIN, TX 78705
(30.290180800823936, -97.74485599619588)",AUSTIN,78705,10781371,Routine Inspection,
West Cypress Hills Elementary School,,3/21/2018,100,"6112 CYPRESS RANCH BLVD
SPICEWOOD, TX 78669
(30.349931388151944, -98.08350809900675)",AUSTIN,78669,11166950,Routine Inspection,
Total Wine & More,,7/12/2018,98,"11066 PECAN PARK BLVD
AUSTIN, TX 78613
(30.47032727352477, -97.80159647082253)",AUSTIN,78613,11409555,Routine Inspection,
Torchy's Tacos,,4/17/2019,89,"1822 S CONGRESS AVE
AUSTIN, TX 78704
(30.245428565362175, -97.75159923448986)",AUSTIN,78704,11456738,Routine Inspection,
Buenos Aires Cafe,,1/14/2019,89,"1201 E 6TH ST
AUSTIN, TX 78702
(30.264151300707574, -97.73045246668052)",AUSTIN,78702,10187892,Routine Inspection,
"VV - AC VIP Marina, LLC",,7/21/2017,100,"16107 FM
VOLENTE, TX 78641
(30.441020121470245, -97.91187908645767)",AUSTIN,78641,10406162,Routine Inspection,
Baby Acapulco #1,,4/4/2018,90,"1705 SOUTH LAKESHORE BLVD
AUSTIN, TX 78741
(30.244514111299626, -97.72964124789269)",AUSTIN,78741,2800052,Routine Inspection,
The Village on Triangle Avenue,,4/18/2019,96,"4517 TRIANGLE AVE
AUSTIN, TX 78751
(30.313406343660937, -97.73419274708142)",AUSTIN,78751,11997212,Routine Inspection,
Last Straw,,6/27/2017,79,"1914 E 6TH ST
AUSTIN, TX 78702
(30.26167906851667, -97.72154877617713)",AUSTIN,78702,11223375,Routine Inspection,
Diamond Food Mart,,4/16/2019,85,"5618 MANOR RD
AUSTIN, TX 78723
(30.304467452722516, -97.6818148883627)",AUSTIN,78723,10889719,Routine Inspection,
Sonic Drive In,,8/16/2016,94,"7112 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.312564782427636, -97.66380213698123)",AUSTIN,78723,2800619,Routine Inspection,
Barrington Elementary,,4/17/2019,97,"400 COOPER DR
AUSTIN, TX 78753
(30.36059899876741, -97.6958866977568)",AUSTIN,78753,2800127,Routine Inspection,
LW - Cho Sushi,,4/15/2019,75,"2422 S FM 620 RD
LAKEWAY, TX 78738
(30.340682522141975, -97.97048666999835)",AUSTIN,78738,10697643,Routine Inspection,
COTA - Fairlanes Main Grand Stand,,10/20/2017,94,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.135639980655224, -97.64405177187912)",AUSTIN,78617,11229102,Routine Inspection,
Mom's Grocery,,6/28/2018,99,"1425 E RUNDBERG LN
AUSTIN, TX 78753
(30.35060877472893, -97.67640640921199)",AUSTIN,78753,10002574,Routine Inspection,
In-N-Out Burger,,4/15/2019,99,"2700 GUADALUPE ST
AUSTIN, TX 78705
(30.292249769548363, -97.74162485126331)",AUSTIN,78705,11625910,Routine Inspection,
Wells Branch Elementary,,4/18/2019,100,"14650 MERRILLTOWN DR
AUSTIN, TX 78728
(30.445252276697584, -97.68690322456088)",AUSTIN,78728,2800674,Routine Inspection,
COTA- Commissary Grand Plaza,,4/21/2017,95,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.135639980655224, -97.64405177187912)",AUSTIN,78617,11229098,Routine Inspection,
LW - Cafe Castro Nova,,4/17/2019,78,"900 S FM 620 RD
LAKEWAY, TX 78734
(30.355524417348484, -97.96155591215022)",AUSTIN,78734,2802975,Routine Inspection,
Rogue Running,,9/19/2018,94,"410 PRESSLER ST
AUSTIN, TX 78703
(30.27227259963813, -97.76121037018787)",AUSTIN,78703,11079468,Routine Inspection,
Domino's Pizza,,2/26/2019,91,"1807 W SLAUGHTER LN
AUSTIN, TX 78748
(30.17265472478941, -97.82255531329524)",AUSTIN,78748,10010126,Routine Inspection,
Wayside Schools,,4/15/2019,97,"10704 BRADSHAW RD
AUSTIN, TX 78747
(30.136854880814784, -97.77456336053551)",AUSTIN,78747,11985424,Routine Inspection,
Parkfield One Stop Food Mart,,3/28/2017,90,"9436 PARKFIELD DR
AUSTIN, TX 78758
(30.368805039017843, -97.7063509319957)",AUSTIN,78758,2803848,Routine Inspection,
Texican Cafe,,3/28/2018,86,"11940 MANCHACA RD
AUSTIN, TX 78748
(30.145734104630595, -97.83356472643524)",AUSTIN,78748,2800663,Routine Inspection,
Papa John's Pizza # 1015,,4/17/2019,96,"2030 E OLTORF ST
AUSTIN, TX 78741
(30.230785720869374, -97.73215619278693)",AUSTIN,78741,10717537,Routine Inspection,
Andiamo Italiano,,6/27/2017,91,"2521 RUTLAND DR
AUSTIN, TX 78758
(30.38257258214931, -97.72310018700212)",AUSTIN,78758,10403775,Routine Inspection,
Wag-A-Bag,,11/7/2017,94,"6294 MC NEIL DR
AUSTIN, TX 78729
(30.441434424232742, -97.75021203583248)",AUSTIN,78729,2803465,Routine Inspection,
Stepping Stone School,,10/30/2018,99,"9914 WOODLAND VILLAGE DR
AUSTIN, TX 78750
(30.455537706613846, -97.79321503150423)",AUSTIN,78750,10243109,Routine Inspection,
Fresh Plus,,4/16/2019,97,"1221 WEST LYNN ST
AUSTIN, TX 78703
(30.280846924731417, -97.75844293011615)",AUSTIN,78703,10082179,Routine Inspection,
Javelina,,9/18/2018,92,"69 RAINEY ST
AUSTIN, TX 78701
(30.258052002045364, -97.73877185797784)",AUSTIN,78701,10708039,Routine Inspection,
Winebelly,,7/26/2017,93,"519 W OLTORF ST
AUSTIN, TX 78704
(30.241420466532063, -97.75893575111286)",AUSTIN,78704,10955852,Routine Inspection,
Langford Elementary,,12/5/2018,99,"2206 BLUE MEADOW DR
AUSTIN, TX 78744
(30.18172079134311, -97.76352973451966)",AUSTIN,78744,2800440,Routine Inspection,
Mi Madres,,12/2/2016,88,"2201 MANOR RD
AUSTIN, TX 78722
(30.284133625062985, -97.71892284768381)",AUSTIN,78722,2800421,Routine Inspection,
